target name	accession	query name	description of target
HI0933_like	PF03486.17	BGC0000890|c1|7408-8955|+|AHA34038.1|Bmp5,_Flavin-dependent_single-component_p-hydroxybenzoate_brominase/decarboxylase|AHA34038.1	HI0933-like protein                
FAD_oxidored	PF12831.10	BGC0000890|c1|7408-8955|+|AHA34038.1|Bmp5,_Flavin-dependent_single-component_p-hydroxybenzoate_brominase/decarboxylase|AHA34038.1	FAD dependent oxidoreductase               
IlvN	PF07991.15	BGC0000890|c1|7408-8955|+|AHA34038.1|Bmp5,_Flavin-dependent_single-component_p-hydroxybenzoate_brominase/decarboxylase|AHA34038.1	Acetohydroxy acid isomeroreductase, NADPH-binding domain             
Thi4	PF01946.20	BGC0000890|c1|7408-8955|+|AHA34038.1|Bmp5,_Flavin-dependent_single-component_p-hydroxybenzoate_brominase/decarboxylase|AHA34038.1	Thi4 family                
Rv2949c-like	PF01947.19	BGC0000890|c1|8979-9608|+|AHA34039.1|Bmp6,_Chorismate_lyase|AHA34039.1	Chorismate pyruvate-lyase Rv2949c-like               
p450	PF00067.25	BGC0000890|c1|9612-11090|+|AHA34040.1|Bmp7,_Cytochrome_P450|AHA34040.1	Cytochrome P450                
DCAF17	PF15802.8	BGC0000890|c1|9612-11090|+|AHA34040.1|Bmp7,_Cytochrome_P450|AHA34040.1	DDB1- and CUL4-associated factor 17             
Pyr_redox_2	PF07992.17	BGC0000891|c1|1-1248|-|PL2TA16_01232|NAD(FAD)-dependent_dehydrogenase|ESP90841.1	Pyridine nucleotide-disulphide oxidoreductase               
Reductase_C	PF14759.9	BGC0000891|c1|1-1248|-|PL2TA16_01232|NAD(FAD)-dependent_dehydrogenase|ESP90841.1	Reductase C-terminal                
Pyr_redox	PF00070.30	BGC0000891|c1|1-1248|-|PL2TA16_01232|NAD(FAD)-dependent_dehydrogenase|ESP90841.1	Pyridine nucleotide-disulphide oxidoreductase               
Pyr_redox_3	PF13738.9	BGC0000891|c1|1-1248|-|PL2TA16_01232|NAD(FAD)-dependent_dehydrogenase|ESP90841.1	Pyridine nucleotide-disulphide oxidoreductase               
DAO	PF01266.27	BGC0000891|c1|1-1248|-|PL2TA16_01232|NAD(FAD)-dependent_dehydrogenase|ESP90841.1	FAD dependent oxidoreductase               
GIDA	PF01134.25	BGC0000891|c1|1-1248|-|PL2TA16_01232|NAD(FAD)-dependent_dehydrogenase|ESP90841.1	Glucose inhibited division protein A             
NAD_binding_8	PF13450.9	BGC0000891|c1|1-1248|-|PL2TA16_01232|NAD(FAD)-dependent_dehydrogenase|ESP90841.1	NAD(P)-binding Rossmann-like domain               
HI0933_like	PF03486.17	BGC0000891|c1|1-1248|-|PL2TA16_01232|NAD(FAD)-dependent_dehydrogenase|ESP90841.1	HI0933-like protein                
AlaDh_PNT_C	PF01262.24	BGC0000891|c1|1-1248|-|PL2TA16_01232|NAD(FAD)-dependent_dehydrogenase|ESP90841.1	Alanine dehydrogenase/PNT, C-terminal domain              
TrkA_N	PF02254.21	BGC0000891|c1|1-1248|-|PL2TA16_01232|NAD(FAD)-dependent_dehydrogenase|ESP90841.1	TrkA-N domain                
UDPG_MGDP_dh_N	PF03721.17	BGC0000891|c1|1-1248|-|PL2TA16_01232|NAD(FAD)-dependent_dehydrogenase|ESP90841.1	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain            
NAD_binding_7	PF13241.9	BGC0000891|c1|1-1248|-|PL2TA16_01232|NAD(FAD)-dependent_dehydrogenase|ESP90841.1	Putative NAD(P)-binding                
Trp_halogenase	PF04820.17	BGC0000891|c1|1-1248|-|PL2TA16_01232|NAD(FAD)-dependent_dehydrogenase|ESP90841.1	Tryptophan halogenase                
FAD_binding_3	PF01494.22	BGC0000891|c1|1-1248|-|PL2TA16_01232|NAD(FAD)-dependent_dehydrogenase|ESP90841.1	FAD binding domain               
FAD_binding_2	PF00890.27	BGC0000891|c1|1-1248|-|PL2TA16_01232|NAD(FAD)-dependent_dehydrogenase|ESP90841.1	FAD binding domain               
3HCDH_N	PF02737.21	BGC0000891|c1|1-1248|-|PL2TA16_01232|NAD(FAD)-dependent_dehydrogenase|ESP90841.1	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain             
NAD_binding_9	PF13454.9	BGC0000891|c1|1-1248|-|PL2TA16_01232|NAD(FAD)-dependent_dehydrogenase|ESP90841.1	FAD-NAD(P)-binding                 
FAD_oxidored	PF12831.10	BGC0000891|c1|1-1248|-|PL2TA16_01232|NAD(FAD)-dependent_dehydrogenase|ESP90841.1	FAD dependent oxidoreductase               
GFO_IDH_MocA	PF01408.25	BGC0000891|c1|1-1248|-|PL2TA16_01232|NAD(FAD)-dependent_dehydrogenase|ESP90841.1	Oxidoreductase family, NAD-binding Rossmann fold             
ApbA	PF02558.19	BGC0000891|c1|1-1248|-|PL2TA16_01232|NAD(FAD)-dependent_dehydrogenase|ESP90841.1	Ketopantoate reductase PanE/ApbA               
Amino_oxidase	PF01593.27	BGC0000891|c1|1-1248|-|PL2TA16_01232|NAD(FAD)-dependent_dehydrogenase|ESP90841.1	Flavin containing amine oxidoreductase              
DUF371	PF04027.16	BGC0000891|c1|1-1248|-|PL2TA16_01232|NAD(FAD)-dependent_dehydrogenase|ESP90841.1	Domain of unknown function (DUF371)             
NAD_Gly3P_dh_N	PF01210.26	BGC0000891|c1|1-1248|-|PL2TA16_01232|NAD(FAD)-dependent_dehydrogenase|ESP90841.1	NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus              
XdhC_C	PF13478.9	BGC0000891|c1|1-1248|-|PL2TA16_01232|NAD(FAD)-dependent_dehydrogenase|ESP90841.1	XdhC Rossmann domain               
2-Hacid_dh_C	PF02826.22	BGC0000891|c1|1-1248|-|PL2TA16_01232|NAD(FAD)-dependent_dehydrogenase|ESP90841.1	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain           
Lycopene_cycl	PF05834.15	BGC0000891|c1|1-1248|-|PL2TA16_01232|NAD(FAD)-dependent_dehydrogenase|ESP90841.1	Lycopene cyclase protein               
Fer2	PF00111.30	BGC0000891|c1|1260-1580|-|PL2TA16_01233|ferredoxin|ESP90842.1	2Fe-2S iron-sulfur cluster binding domain             
Fer2_4	PF13510.9	BGC0000891|c1|1260-1580|-|PL2TA16_01233|ferredoxin|ESP90842.1	2Fe-2S iron-sulfur cluster binding domain             
CMD	PF02627.23	BGC0000891|c1|1591-2181|-|PL2TA16_01234|hypothetical_protein|ESP90843.1	Carboxymuconolactone decarboxylase family               
Abhydrolase_1	PF00561.23	BGC0000891|c1|2467-3543|+|PL2TA16_01235|putative_hydrolase_or_acyltransferases_(alpha/beta_hydrolase_superfamily)|ESP90844.1	alpha/beta hydrolase fold               
Abhydrolase_6	PF12697.10	BGC0000891|c1|2467-3543|+|PL2TA16_01235|putative_hydrolase_or_acyltransferases_(alpha/beta_hydrolase_superfamily)|ESP90844.1	Alpha/beta hydrolase family               
Hydrolase_4	PF12146.11	BGC0000891|c1|2467-3543|+|PL2TA16_01235|putative_hydrolase_or_acyltransferases_(alpha/beta_hydrolase_superfamily)|ESP90844.1	Serine aminopeptidase, S33               
PP-binding	PF00550.28	BGC0000891|c1|2467-3543|+|PL2TA16_01235|putative_hydrolase_or_acyltransferases_(alpha/beta_hydrolase_superfamily)|ESP90844.1	Phosphopantetheine attachment site               
Abhydrolase_4	PF08386.13	BGC0000891|c1|2467-3543|+|PL2TA16_01235|putative_hydrolase_or_acyltransferases_(alpha/beta_hydrolase_superfamily)|ESP90844.1	TAP-like protein                
Ser_hydrolase	PF06821.16	BGC0000891|c1|2467-3543|+|PL2TA16_01235|putative_hydrolase_or_acyltransferases_(alpha/beta_hydrolase_superfamily)|ESP90844.1	Serine hydrolase                
FSH1	PF03959.16	BGC0000891|c1|2467-3543|+|PL2TA16_01235|putative_hydrolase_or_acyltransferases_(alpha/beta_hydrolase_superfamily)|ESP90844.1	Serine hydrolase (FSH1)               
Peptidase_S9	PF00326.24	BGC0000891|c1|2467-3543|+|PL2TA16_01235|putative_hydrolase_or_acyltransferases_(alpha/beta_hydrolase_superfamily)|ESP90844.1	Prolyl oligopeptidase family               
Abhydrolase_11	PF20408.1	BGC0000891|c1|2467-3543|+|PL2TA16_01235|putative_hydrolase_or_acyltransferases_(alpha/beta_hydrolase_superfamily)|ESP90844.1	Alpha/beta hydrolase domain               
BD-FAE	PF20434.1	BGC0000891|c1|2467-3543|+|PL2TA16_01235|putative_hydrolase_or_acyltransferases_(alpha/beta_hydrolase_superfamily)|ESP90844.1	BD-FAE                 
BAAT_C	PF08840.14	BGC0000891|c1|2467-3543|+|PL2TA16_01235|putative_hydrolase_or_acyltransferases_(alpha/beta_hydrolase_superfamily)|ESP90844.1	BAAT / Acyl-CoA thioester hydrolase C terminal           
Abhydrolase_2	PF02230.19	BGC0000891|c1|2467-3543|+|PL2TA16_01235|putative_hydrolase_or_acyltransferases_(alpha/beta_hydrolase_superfamily)|ESP90844.1	Phospholipase/Carboxylesterase                 
Ndr	PF03096.17	BGC0000891|c1|2467-3543|+|PL2TA16_01235|putative_hydrolase_or_acyltransferases_(alpha/beta_hydrolase_superfamily)|ESP90844.1	Ndr family                
Trp_halogenase	PF04820.17	BGC0000891|c1|3540-4760|+|PL2TA16_01236|Dehydrogenases_(flavoprotein)|ESP90845.1	Tryptophan halogenase                
FAD_binding_3	PF01494.22	BGC0000891|c1|3540-4760|+|PL2TA16_01236|Dehydrogenases_(flavoprotein)|ESP90845.1	FAD binding domain               
FAD_binding_2	PF00890.27	BGC0000891|c1|3540-4760|+|PL2TA16_01236|Dehydrogenases_(flavoprotein)|ESP90845.1	FAD binding domain               
Lycopene_cycl	PF05834.15	BGC0000891|c1|3540-4760|+|PL2TA16_01236|Dehydrogenases_(flavoprotein)|ESP90845.1	Lycopene cyclase protein               
DAO	PF01266.27	BGC0000891|c1|3540-4760|+|PL2TA16_01236|Dehydrogenases_(flavoprotein)|ESP90845.1	FAD dependent oxidoreductase               
FAD_oxidored	PF12831.10	BGC0000891|c1|3540-4760|+|PL2TA16_01236|Dehydrogenases_(flavoprotein)|ESP90845.1	FAD dependent oxidoreductase               
Pyr_redox_2	PF07992.17	BGC0000891|c1|3540-4760|+|PL2TA16_01236|Dehydrogenases_(flavoprotein)|ESP90845.1	Pyridine nucleotide-disulphide oxidoreductase               
GIDA	PF01134.25	BGC0000891|c1|3540-4760|+|PL2TA16_01236|Dehydrogenases_(flavoprotein)|ESP90845.1	Glucose inhibited division protein A             
HI0933_like	PF03486.17	BGC0000891|c1|3540-4760|+|PL2TA16_01236|Dehydrogenases_(flavoprotein)|ESP90845.1	HI0933-like protein                
Pyr_redox_3	PF13738.9	BGC0000891|c1|3540-4760|+|PL2TA16_01236|Dehydrogenases_(flavoprotein)|ESP90845.1	Pyridine nucleotide-disulphide oxidoreductase               
NAD_binding_8	PF13450.9	BGC0000891|c1|3540-4760|+|PL2TA16_01236|Dehydrogenases_(flavoprotein)|ESP90845.1	NAD(P)-binding Rossmann-like domain               
Thi4	PF01946.20	BGC0000891|c1|3540-4760|+|PL2TA16_01236|Dehydrogenases_(flavoprotein)|ESP90845.1	Thi4 family                
Acyl-CoA_dh_1	PF00441.27	BGC0000891|c1|4803-5945|+|PL2TA16_01237|acyl-CoA_dehydrogenase|ESP90846.1	Acyl-CoA dehydrogenase, C-terminal domain              
Acyl-CoA_dh_M	PF02770.22	BGC0000891|c1|4803-5945|+|PL2TA16_01237|acyl-CoA_dehydrogenase|ESP90846.1	Acyl-CoA dehydrogenase, middle domain              
Acyl-CoA_dh_N	PF02771.19	BGC0000891|c1|4803-5945|+|PL2TA16_01237|acyl-CoA_dehydrogenase|ESP90846.1	Acyl-CoA dehydrogenase, N-terminal domain              
Acyl-CoA_dh_2	PF08028.14	BGC0000891|c1|4803-5945|+|PL2TA16_01237|acyl-CoA_dehydrogenase|ESP90846.1	Acyl-CoA dehydrogenase, C-terminal domain              
HpaB_N	PF11794.11	BGC0000891|c1|4803-5945|+|PL2TA16_01237|acyl-CoA_dehydrogenase|ESP90846.1	4-hydroxyphenylacetate 3-hydroxylase N terminal              
AMP-binding	PF00501.31	BGC0000891|c1|5942-7498|+|PL2TA16_01238|amino_acid_adenylation_domain_protein|ESP90847.1	AMP-binding enzyme                
AMP-binding_C	PF13193.9	BGC0000891|c1|5942-7498|+|PL2TA16_01238|amino_acid_adenylation_domain_protein|ESP90847.1	AMP-binding enzyme C-terminal domain              
FMO-like	PF00743.22	BGC0000891|c1|7610-9157|+|PL2TA16_01239|putative_flavoprotein|ESP90848.1	Flavin-binding monooxygenase-like                
Pyr_redox_3	PF13738.9	BGC0000891|c1|7610-9157|+|PL2TA16_01239|putative_flavoprotein|ESP90848.1	Pyridine nucleotide-disulphide oxidoreductase               
Pyr_redox_2	PF07992.17	BGC0000891|c1|7610-9157|+|PL2TA16_01239|putative_flavoprotein|ESP90848.1	Pyridine nucleotide-disulphide oxidoreductase               
Lys_Orn_oxgnase	PF13434.9	BGC0000891|c1|7610-9157|+|PL2TA16_01239|putative_flavoprotein|ESP90848.1	L-lysine 6-monooxygenase/L-ornithine 5-monooxygenase               
NAD_binding_9	PF13454.9	BGC0000891|c1|7610-9157|+|PL2TA16_01239|putative_flavoprotein|ESP90848.1	FAD-NAD(P)-binding                 
NAD_binding_8	PF13450.9	BGC0000891|c1|7610-9157|+|PL2TA16_01239|putative_flavoprotein|ESP90848.1	NAD(P)-binding Rossmann-like domain               
DAO	PF01266.27	BGC0000891|c1|7610-9157|+|PL2TA16_01239|putative_flavoprotein|ESP90848.1	FAD dependent oxidoreductase               
Amino_oxidase	PF01593.27	BGC0000891|c1|7610-9157|+|PL2TA16_01239|putative_flavoprotein|ESP90848.1	Flavin containing amine oxidoreductase              
FAD_binding_2	PF00890.27	BGC0000891|c1|7610-9157|+|PL2TA16_01239|putative_flavoprotein|ESP90848.1	FAD binding domain               
Pyr_redox	PF00070.30	BGC0000891|c1|7610-9157|+|PL2TA16_01239|putative_flavoprotein|ESP90848.1	Pyridine nucleotide-disulphide oxidoreductase               
HI0933_like	PF03486.17	BGC0000891|c1|7610-9157|+|PL2TA16_01239|putative_flavoprotein|ESP90848.1	HI0933-like protein                
FAD_oxidored	PF12831.10	BGC0000891|c1|7610-9157|+|PL2TA16_01239|putative_flavoprotein|ESP90848.1	FAD dependent oxidoreductase               
THAP	PF05485.15	BGC0000891|c1|7610-9157|+|PL2TA16_01239|putative_flavoprotein|ESP90848.1	THAP domain                
Thi4	PF01946.20	BGC0000891|c1|7610-9157|+|PL2TA16_01239|putative_flavoprotein|ESP90848.1	Thi4 family                
DUF5039	PF16442.8	BGC0000891|c1|7610-9157|+|PL2TA16_01239|putative_flavoprotein|ESP90848.1	Domain of unknown function (DUF5039)             
Ponericin	PF07442.14	BGC0000891|c1|7610-9157|+|PL2TA16_01239|putative_flavoprotein|ESP90848.1	Ponericin                 
Rv2949c-like	PF01947.19	BGC0000891|c1|9176-9784|+|PL2TA16_01240|4-hydroxybenzoate_synthetase_(chorismate_lyase)|ESP90849.1	Chorismate pyruvate-lyase Rv2949c-like               
p450	PF00067.25	BGC0000891|c1|9788-11263|+|PL2TA16_01241|cytochrome_P450|ESP90850.1	Cytochrome P450                
DUF596	PF04591.15	BGC0000891|c1|9788-11263|+|PL2TA16_01241|cytochrome_P450|ESP90850.1	Protein of unknown function, DUF596             
LysR_substrate	PF03466.23	BGC0000929|c1|297-1202|+|ABQ88341.1|Lys-R_type_regulatory_protein|ABQ88341.1	LysR substrate binding domain              
HTH_1	PF00126.30	BGC0000929|c1|297-1202|+|ABQ88341.1|Lys-R_type_regulatory_protein|ABQ88341.1	Bacterial regulatory helix-turn-helix protein, lysR family            
DUF5334	PF17268.5	BGC0000929|c1|297-1202|+|ABQ88341.1|Lys-R_type_regulatory_protein|ABQ88341.1	Family of unknown function (DUF5334)             
Methyltransf_25	PF13649.9	BGC0000929|c1|1788-2525|+|ABQ88342.1|methyl_transferase|ABQ88342.1	Methyltransferase domain                
Methyltransf_31	PF13847.9	BGC0000929|c1|1788-2525|+|ABQ88342.1|methyl_transferase|ABQ88342.1	Methyltransferase domain                
Methyltransf_11	PF08241.15	BGC0000929|c1|1788-2525|+|ABQ88342.1|methyl_transferase|ABQ88342.1	Methyltransferase domain                
Methyltransf_12	PF08242.15	BGC0000929|c1|1788-2525|+|ABQ88342.1|methyl_transferase|ABQ88342.1	Methyltransferase domain                
Methyltransf_23	PF13489.9	BGC0000929|c1|1788-2525|+|ABQ88342.1|methyl_transferase|ABQ88342.1	Methyltransferase domain                
CMAS	PF02353.23	BGC0000929|c1|1788-2525|+|ABQ88342.1|methyl_transferase|ABQ88342.1	Mycolic acid cyclopropane synthetase              
Ubie_methyltran	PF01209.21	BGC0000929|c1|1788-2525|+|ABQ88342.1|methyl_transferase|ABQ88342.1	ubiE/COQ5 methyltransferase family               
MTS	PF05175.17	BGC0000929|c1|1788-2525|+|ABQ88342.1|methyl_transferase|ABQ88342.1	Methyltransferase small domain               
NodS	PF05401.14	BGC0000929|c1|1788-2525|+|ABQ88342.1|methyl_transferase|ABQ88342.1	Nodulation protein S (NodS)              
Methyltransf_9	PF08003.14	BGC0000929|c1|1788-2525|+|ABQ88342.1|methyl_transferase|ABQ88342.1	Protein of unknown function (DUF1698)             
Cons_hypoth95	PF03602.18	BGC0000929|c1|1788-2525|+|ABQ88342.1|methyl_transferase|ABQ88342.1	Conserved hypothetical protein 95              
PrmA	PF06325.16	BGC0000929|c1|1788-2525|+|ABQ88342.1|methyl_transferase|ABQ88342.1	Ribosomal protein L11 methyltransferase (PrmA)             
Methyltransf_32	PF13679.9	BGC0000929|c1|1788-2525|+|ABQ88342.1|methyl_transferase|ABQ88342.1	Methyltransferase domain                
TrkA_N	PF02254.21	BGC0000929|c1|1788-2525|+|ABQ88342.1|methyl_transferase|ABQ88342.1	TrkA-N domain                
UPF0020	PF01170.21	BGC0000929|c1|1788-2525|+|ABQ88342.1|methyl_transferase|ABQ88342.1	Putative RNA methylase family UPF0020             
Pox_MCEL	PF03291.19	BGC0000929|c1|1788-2525|+|ABQ88342.1|methyl_transferase|ABQ88342.1	mRNA capping enzyme               
BpsA_C	PF01861.19	BGC0000929|c1|1788-2525|+|ABQ88342.1|methyl_transferase|ABQ88342.1	Branched-chain polyamine synthase A C-terminal domain            
GTP_cyclohydro2	PF00925.23	BGC0000929|c1|2647-3285|+|ABQ88343.1|GTP_cyclohydrolase_II|ABQ88343.1	GTP cyclohydrolase II               
WD40	PF00400.35	BGC0000929|c1|3282-4973|+|ABQ88344.1|WD_repeat_protein|ABQ88344.1	WD domain, G-beta repeat              
NBCH_WD40	PF20426.1	BGC0000929|c1|3282-4973|+|ABQ88344.1|WD_repeat_protein|ABQ88344.1	Neurobeachin beta propeller domain              
ANAPC4_WD40	PF12894.10	BGC0000929|c1|3282-4973|+|ABQ88344.1|WD_repeat_protein|ABQ88344.1	Anaphase-promoting complex subunit 4 WD40 domain            
Nup160	PF11715.11	BGC0000929|c1|3282-4973|+|ABQ88344.1|WD_repeat_protein|ABQ88344.1	Nucleoporin Nup120/160                
WD40_like	PF17005.8	BGC0000929|c1|3282-4973|+|ABQ88344.1|WD_repeat_protein|ABQ88344.1	WD40-like domain                
eIF2A	PF08662.14	BGC0000929|c1|3282-4973|+|ABQ88344.1|WD_repeat_protein|ABQ88344.1	Eukaryotic translation initiation factor eIF2A             
Nucleoporin_N	PF08801.14	BGC0000929|c1|3282-4973|+|ABQ88344.1|WD_repeat_protein|ABQ88344.1	Nup133 N terminal like              
Vps16_N	PF04841.16	BGC0000929|c1|3282-4973|+|ABQ88344.1|WD_repeat_protein|ABQ88344.1	Vps16, N-terminal region               
FGE-sulfatase	PF03781.19	BGC0000929|c1|5081-6061|+|ABQ88345.1|hypothetical_protein|ABQ88345.1	Sulfatase-modifying factor enzyme 1              
RibD_C	PF01872.20	BGC0000929|c1|6061-7215|+|ABQ88346.1|putative_deaminase|ABQ88346.1	RibD C-terminal domain               
dCMP_cyt_deam_1	PF00383.26	BGC0000929|c1|6061-7215|+|ABQ88346.1|putative_deaminase|ABQ88346.1	Cytidine and deoxycytidylate deaminase zinc-binding region            
MafB19-deam	PF14437.9	BGC0000929|c1|6061-7215|+|ABQ88346.1|putative_deaminase|ABQ88346.1	MafB19-like deaminase                
Inv-AAD	PF18785.4	BGC0000929|c1|6061-7215|+|ABQ88346.1|putative_deaminase|ABQ88346.1	Invertebrate-AID/APOBEC-deaminase                 
Sigma70_r4_2	PF08281.15	BGC0000958|c1|1-522|-|STREPS4_RS11215|RNA_polymerase_sigma_factor|WP_003946493.1	Sigma-70, region 4               
Sigma70_r4	PF04545.19	BGC0000958|c1|1-522|-|STREPS4_RS11215|RNA_polymerase_sigma_factor|WP_003946493.1	Sigma-70, region 4               
Sigma70_ECF	PF07638.14	BGC0000958|c1|1-522|-|STREPS4_RS11215|RNA_polymerase_sigma_factor|WP_003946493.1	ECF sigma factor               
Sigma70_r2	PF04542.17	BGC0000958|c1|1-522|-|STREPS4_RS11215|RNA_polymerase_sigma_factor|WP_003946493.1	Sigma-70 region 2               
HTH_16	PF12645.10	BGC0000958|c1|1-522|-|STREPS4_RS11215|RNA_polymerase_sigma_factor|WP_003946493.1	Helix-turn-helix domain                
DUF742	PF05331.14	BGC0000958|c1|1-522|-|STREPS4_RS11215|RNA_polymerase_sigma_factor|WP_003946493.1	Protein of unknown function (DUF742)             
DUF6115	PF19610.2	BGC0000958|c1|1-522|-|STREPS4_RS11215|RNA_polymerase_sigma_factor|WP_003946493.1	Family of unknown function (DUF6115)             
PapA_C	PF16911.8	BGC0000958|c1|571-1881|-|STREPS4_RS11220|protein_kinase|WP_026048085.1	Phthiocerol/phthiodiolone dimycocerosyl transferase C-terminus              
Condensation	PF00668.23	BGC0000958|c1|571-1881|-|STREPS4_RS11220|protein_kinase|WP_026048085.1	Condensation domain                
Transferase	PF02458.18	BGC0000958|c1|571-1881|-|STREPS4_RS11220|protein_kinase|WP_026048085.1	Transferase family                
2-oxoacid_dh	PF00198.26	BGC0000958|c1|571-1881|-|STREPS4_RS11220|protein_kinase|WP_026048085.1	2-oxoacid dehydrogenases acyltransferase (catalytic domain)             
AMP-binding	PF00501.31	BGC0000958|c1|2449-11142|+|STREPS4_RS11225|non-ribosomal_peptide_synthetase|WP_010639240.1	AMP-binding enzyme                
Condensation	PF00668.23	BGC0000958|c1|2449-11142|+|STREPS4_RS11225|non-ribosomal_peptide_synthetase|WP_010639240.1	Condensation domain                
KR	PF08659.13	BGC0000958|c1|2449-11142|+|STREPS4_RS11225|non-ribosomal_peptide_synthetase|WP_010639240.1	KR domain                
